Driver,Team,Compound,LapNumber,Sector1Time,Sector2Time,Sector3Time,LapTime
BOR,Kick Sauber,HARD,6.0,26.446,29.993,42.697,99.136
BOR,Kick Sauber,HARD,7.0,26.353,30.066,42.681,99.1
BOR,Kick Sauber,HARD,8.0,26.541,29.974,42.537,99.052
BOR,Kick Sauber,HARD,9.0,26.437,29.999,42.461,98.897
BOR,Kick Sauber,HARD,10.0,26.564,30.033,42.501,99.098
BOR,Kick Sauber,HARD,11.0,26.568,29.785,42.254,98.607
BOR,Kick Sauber,HARD,12.0,26.487,29.915,42.468,98.87
BOR,Kick Sauber,HARD,13.0,26.333,29.89,42.483,98.706
BOR,Kick Sauber,HARD,14.0,26.44,29.929,42.775,99.144
BOR,Kick Sauber,HARD,15.0,26.438,30.013,42.614,99.065
BOR,Kick Sauber,HARD,16.0,26.427,30.085,42.671,99.183
BOR,Kick Sauber,HARD,17.0,26.413,30.076,42.652,99.141
BOR,Kick Sauber,HARD,18.0,26.513,30.232,42.67,99.415
BOR,Kick Sauber,HARD,19.0,26.946,30.429,42.893,100.268
BOR,Kick Sauber,HARD,20.0,26.633,30.252,42.79,99.675
BOR,Kick Sauber,HARD,21.0,26.671,30.304,42.763,99.738
BOR,Kick Sauber,HARD,22.0,26.578,30.327,42.749,99.654
BOR,Kick Sauber,HARD,23.0,26.634,30.24,42.914,99.788
BOR,Kick Sauber,HARD,24.0,26.646,30.294,42.95,99.89
BOR,Kick Sauber,HARD,25.0,26.66,30.34,42.815,99.815
BOR,Kick Sauber,HARD,26.0,26.546,30.103,47.325,103.974
BOR,Kick Sauber,HARD,27.0,45.092,29.367,41.782,116.241
BOR,Kick Sauber,HARD,28.0,25.593,28.723,41.558,95.874
BOR,Kick Sauber,HARD,29.0,25.804,29.117,42.028,96.949
BOR,Kick Sauber,HARD,30.0,25.976,29.183,42.119,97.278
BOR,Kick Sauber,HARD,31.0,25.937,29.29,41.979,97.206
BOR,Kick Sauber,HARD,32.0,25.95,29.169,41.731,96.85
BOR,Kick Sauber,HARD,33.0,26.029,29.295,41.782,97.106
BOR,Kick Sauber,HARD,34.0,26.066,29.081,41.819,96.966
BOR,Kick Sauber,HARD,35.0,25.964,29.095,41.809,96.868
BOR,Kick Sauber,HARD,36.0,25.873,29.05,41.787,96.71
BOR,Kick Sauber,HARD,37.0,25.821,29.022,41.613,96.456
BOR,Kick Sauber,HARD,38.0,25.787,28.982,41.67,96.439
BOR,Kick Sauber,HARD,39.0,25.841,29.106,41.906,96.853
BOR,Kick Sauber,HARD,40.0,25.801,29.0,41.828,96.629
BOR,Kick Sauber,HARD,41.0,25.888,29.028,41.774,96.69
BOR,Kick Sauber,HARD,42.0,26.018,29.172,41.87,97.06
BOR,Kick Sauber,HARD,43.0,26.039,29.337,42.232,97.608
BOR,Kick Sauber,HARD,44.0,25.959,29.612,41.898,97.469
BOR,Kick Sauber,HARD,45.0,26.026,29.599,41.955,97.58
BOR,Kick Sauber,HARD,46.0,26.143,29.198,42.108,97.449
BOR,Kick Sauber,HARD,47.0,26.1,29.25,42.19,97.54
BOR,Kick Sauber,HARD,48.0,26.125,29.313,42.054,97.492
BOR,Kick Sauber,HARD,49.0,26.128,29.359,42.068,97.555
BOR,Kick Sauber,HARD,50.0,25.951999999999998,29.213,43.822,98.987
BOR,Kick Sauber,HARD,51.0,26.122,30.43,42.456,99.008
BOR,Kick Sauber,HARD,52.0,25.86,29.475,42.049,97.384
BOR,Kick Sauber,HARD,53.0,25.923000000000002,29.174,42.037,97.134
BOR,Kick Sauber,HARD,54.0,25.963,29.254,42.324,97.541
BOR,Kick Sauber,HARD,55.0,26.05,29.443,43.097,98.59
HUL,Kick Sauber,MEDIUM,1.0,,34.037,43.22,109.895
HUL,Kick Sauber,MEDIUM,2.0,26.294,30.693,42.978,99.965
HUL,Kick Sauber,MEDIUM,3.0,26.888,30.767,42.933,100.588
HUL,Kick Sauber,MEDIUM,4.0,26.51,30.665,42.812,99.987
HUL,Kick Sauber,MEDIUM,5.0,26.392,30.587,42.827,99.806
HUL,Kick Sauber,MEDIUM,6.0,26.44,30.535,42.706,99.681
HUL,Kick Sauber,MEDIUM,7.0,26.423,30.718,42.781,99.922
HUL,Kick Sauber,MEDIUM,8.0,26.488,30.637,42.918,100.043
HUL,Kick Sauber,MEDIUM,9.0,26.644,30.756,42.642,100.042
HUL,Kick Sauber,MEDIUM,10.0,26.611,30.482,42.622,99.715
HUL,Kick Sauber,MEDIUM,11.0,26.605,30.194,42.699,99.498
HUL,Kick Sauber,MEDIUM,12.0,26.545,30.248,42.666,99.459
HUL,Kick Sauber,MEDIUM,13.0,26.451,30.455,42.866,99.772
HUL,Kick Sauber,MEDIUM,14.0,26.701999999999998,31.021,43.275,100.998
HUL,Kick Sauber,MEDIUM,15.0,26.6,30.414,42.809,99.823
HUL,Kick Sauber,MEDIUM,16.0,26.532,30.488,43.503,100.523
HUL,Kick Sauber,MEDIUM,17.0,26.611,30.403,43.818,100.832
HUL,Kick Sauber,MEDIUM,18.0,26.961,30.944,43.637,101.542
HUL,Kick Sauber,MEDIUM,19.0,27.046,31.274,43.759,102.079
HUL,Kick Sauber,MEDIUM,20.0,26.616,30.565,48.124,105.305
HUL,Kick Sauber,HARD,21.0,45.299,30.051,42.445,117.795
HUL,Kick Sauber,HARD,22.0,25.995,29.699,42.009,97.703
HUL,Kick Sauber,HARD,23.0,26.042,29.783,42.367,98.192
HUL,Kick Sauber,HARD,24.0,26.22,29.809,42.428,98.457
HUL,Kick Sauber,HARD,25.0,26.334,29.748,42.538,98.62
HUL,Kick Sauber,HARD,26.0,26.036,29.469,42.168,97.673
HUL,Kick Sauber,HARD,27.0,26.014,29.52,42.179,97.713
HUL,Kick Sauber,HARD,28.0,26.163,29.507,42.127,97.797
HUL,Kick Sauber,HARD,29.0,26.153,29.506,42.118,97.777
HUL,Kick Sauber,HARD,30.0,26.169,29.681,42.358,98.208
HUL,Kick Sauber,HARD,31.0,26.291,29.555,41.975,97.821
HUL,Kick Sauber,HARD,32.0,26.147,30.375,42.214,98.736
HUL,Kick Sauber,HARD,33.0,26.182,29.527,42.185,97.894
HUL,Kick Sauber,HARD,34.0,26.14,29.597,42.162,97.899
HUL,Kick Sauber,HARD,35.0,25.934,29.325,42.016,97.275
HUL,Kick Sauber,HARD,36.0,26.078,29.558,42.171,97.807
HUL,Kick Sauber,HARD,37.0,25.973,29.473,41.977,97.423
HUL,Kick Sauber,HARD,38.0,25.901,29.457,42.225,97.583
HUL,Kick Sauber,HARD,39.0,26.064,29.433,42.118,97.615
HUL,Kick Sauber,HARD,40.0,26.009,29.388,42.144,97.541
HUL,Kick Sauber,HARD,41.0,26.084,29.564,42.373,98.021
HUL,Kick Sauber,HARD,42.0,25.895,29.526,42.344,97.765
HUL,Kick Sauber,HARD,43.0,26.286,29.642,42.334,98.262
HUL,Kick Sauber,HARD,44.0,26.049,29.586,42.208,97.843
HUL,Kick Sauber,HARD,45.0,26.14,29.497,43.16,98.797
HUL,Kick Sauber,HARD,46.0,26.329,30.123,42.71,99.162
HUL,Kick Sauber,HARD,47.0,26.224,29.788,42.564,98.576
HUL,Kick Sauber,HARD,48.0,26.095,29.549,43.477,99.121
HUL,Kick Sauber,HARD,49.0,25.947,30.127,43.065,99.139
HUL,Kick Sauber,HARD,50.0,26.19,29.67,42.333,98.193
HUL,Kick Sauber,HARD,51.0,26.301,29.486,42.205,97.992
HUL,Kick Sauber,HARD,52.0,25.969,29.394,42.12,97.483
HUL,Kick Sauber,HARD,53.0,28.165,29.796,42.352,100.313
HUL,Kick Sauber,HARD,54.0,25.937,29.495,42.406,97.838
HUL,Kick Sauber,HARD,55.0,27.377,29.721,42.645,99.743
TSU,Racing Bulls,MEDIUM,1.0,,31.071,42.643,103.656
TSU,Racing Bulls,MEDIUM,2.0,26.419,30.193,42.136,98.748
TSU,Racing Bulls,MEDIUM,3.0,26.282,30.205,42.456,98.943
TSU,Racing Bulls,MEDIUM,4.0,26.312,30.059,42.391,98.762
TSU,Racing Bulls,MEDIUM,5.0,26.451,30.137,42.267,98.855
TSU,Racing Bulls,MEDIUM,6.0,26.491,30.148,42.416,99.055
TSU,Racing Bulls,MEDIUM,7.0,26.461,30.252,42.18,98.893
TSU,Racing Bulls,MEDIUM,8.0,26.669,30.244,42.486,99.399
TSU,Racing Bulls,MEDIUM,9.0,26.593,30.173,42.527,99.293
TSU,Racing Bulls,MEDIUM,10.0,26.718,29.979,42.41,99.107
TSU,Racing Bulls,MEDIUM,11.0,26.643,30.003,47.199,103.845
TSU,Racing Bulls,HARD,12.0,44.71,29.899,41.737,116.346
TSU,Racing Bulls,HARD,13.0,26.2,30.003,41.919,98.122
TSU,Racing Bulls,HARD,14.0,26.554,30.056,42.174,98.784
TSU,Racing Bulls,HARD,15.0,26.395,29.885,42.159,98.439
TSU,Racing Bulls,HARD,16.0,26.369,30.017,43.546,99.932
TSU,Racing Bulls,HARD,17.0,26.384,30.547,42.299,99.23
TSU,Racing Bulls,HARD,18.0,26.643,29.597,41.996,98.236
TSU,Racing Bulls,HARD,19.0,26.284,29.421,41.974,97.679
TSU,Racing Bulls,HARD,20.0,26.287,29.494,41.865,97.646
TSU,Racing Bulls,HARD,21.0,26.375,29.408,41.933,97.716
TSU,Racing Bulls,HARD,22.0,26.321,29.563,42.019,97.903
TSU,Racing Bulls,HARD,23.0,26.283,29.475,41.915,97.673
TSU,Racing Bulls,HARD,24.0,26.317,29.697,41.908,97.922
TSU,Racing Bulls,HARD,25.0,26.31,29.727,42.005,98.042
TSU,Racing Bulls,HARD,26.0,26.285,29.48,42.079,97.844
TSU,Racing Bulls,HARD,27.0,26.27,29.49,42.042,97.802
TSU,Racing Bulls,HARD,28.0,26.206,29.538,42.011,97.755
TSU,Racing Bulls,HARD,29.0,26.165,29.663,42.077,97.905
TSU,Racing Bulls,HARD,30.0,26.239,29.603,42.153,97.995
TSU,Racing Bulls,HARD,31.0,26.447,29.608,42.276,98.331
TSU,Racing Bulls,HARD,32.0,26.328,29.754,42.111,98.193
TSU,Racing Bulls,HARD,33.0,26.41,29.469,41.928,97.807
TSU,Racing Bulls,HARD,34.0,26.354,29.634,42.107,98.095
TSU,Racing Bulls,HARD,35.0,26.209,29.605,46.708,102.522
TSU,Racing Bulls,HARD,36.0,44.236,29.224,41.546,115.006
TSU,Racing Bulls,HARD,37.0,25.976,29.244,41.785,97.005
TSU,Racing Bulls,HARD,38.0,25.884,29.139,41.702,96.725
TSU,Racing Bulls,HARD,39.0,25.751,29.168,41.58,96.499
TSU,Racing Bulls,HARD,40.0,25.862,29.175,41.939,96.976
TSU,Racing Bulls,HARD,41.0,25.85,29.202,41.682,96.734
TSU,Racing Bulls,HARD,42.0,25.877,29.406,41.75,97.033
TSU,Racing Bulls,HARD,43.0,25.823,29.449,41.661,96.933
TSU,Racing Bulls,HARD,44.0,25.973,29.063,41.853,96.889
TSU,Racing Bulls,HARD,45.0,26.036,29.155,41.592,96.783
TSU,Racing Bulls,HARD,46.0,26.638,31.152,48.964,106.754
TSU,Racing Bulls,MEDIUM,47.0,64.552,29.537,41.778,135.867
TSU,Racing Bulls,MEDIUM,48.0,25.662,28.928,41.572,96.162
TSU,Racing Bulls,MEDIUM,49.0,25.696,28.752,41.423,95.871
TSU,Racing Bulls,MEDIUM,50.0,25.62,28.964,41.424,96.008
TSU,Racing Bulls,MEDIUM,51.0,25.851,28.85,41.519,96.22
TSU,Racing Bulls,MEDIUM,52.0,25.783,29.233,41.761,96.777
TSU,Racing Bulls,MEDIUM,53.0,25.904,29.623,41.919,97.446
TSU,Racing Bulls,MEDIUM,54.0,25.875,29.503,41.696,97.074
TSU,Racing Bulls,MEDIUM,55.0,25.885,29.319,42.096,97.3
ALO,Aston Martin,MEDIUM,1.0,,31.518,43.687,105.761
ALO,Aston Martin,MEDIUM,2.0,26.594,30.407,42.59,99.591
ALO,Aston Martin,MEDIUM,3.0,26.288,30.334,42.634,99.256
ALO,Aston Martin,MEDIUM,4.0,28.677,40.107,72.182,140.966
LEC,Ferrari,MEDIUM,1.0,,30.463,42.227,101.763
LEC,Ferrari,MEDIUM,2.0,26.368,29.701999999999998,42.114,98.184
LEC,Ferrari,MEDIUM,3.0,26.23,29.712,42.145,98.087
LEC,Ferrari,MEDIUM,4.0,26.213,29.547,41.888,97.648
LEC,Ferrari,MEDIUM,5.0,26.288,29.856,42.109,98.253
LEC,Ferrari,MEDIUM,6.0,26.326,29.95,42.01,98.286
LEC,Ferrari,MEDIUM,7.0,26.386,29.935,42.137,98.458
LEC,Ferrari,MEDIUM,8.0,26.418,30.104,41.956,98.478
LEC,Ferrari,MEDIUM,9.0,26.306,30.357,41.929,98.592
LEC,Ferrari,MEDIUM,10.0,26.353,30.182,42.026,98.561
LEC,Ferrari,MEDIUM,11.0,26.314,30.227,41.881,98.422
LEC,Ferrari,MEDIUM,12.0,26.421,30.226,42.035,98.682
LEC,Ferrari,MEDIUM,13.0,26.254,30.197,42.063,98.514
LEC,Ferrari,MEDIUM,14.0,25.986,29.903,42.223,98.112
LEC,Ferrari,MEDIUM,15.0,26.171,29.85,46.842,102.863
LEC,Ferrari,HARD,16.0,43.985,29.589,41.56,115.134
LEC,Ferrari,HARD,17.0,25.842,29.657,41.927,97.426
LEC,Ferrari,HARD,18.0,26.041,29.931,42.408,98.38
LEC,Ferrari,HARD,19.0,26.03,29.369,41.508,96.907
LEC,Ferrari,HARD,20.0,25.888,29.664,41.747,97.299
LEC,Ferrari,HARD,21.0,26.03,29.504,41.626,97.16
LEC,Ferrari,HARD,22.0,25.988,29.475,41.512,96.975
LEC,Ferrari,HARD,23.0,26.084,29.548000000000002,41.58,97.212
LEC,Ferrari,HARD,24.0,26.174,29.437,41.749,97.36
LEC,Ferrari,HARD,25.0,26.003,29.49,41.408,96.901
LEC,Ferrari,HARD,26.0,26.026,29.761,41.577,97.364
LEC,Ferrari,HARD,27.0,26.043,29.535,41.509,97.087
LEC,Ferrari,HARD,28.0,25.976,29.526,41.49,96.992
LEC,Ferrari,HARD,29.0,25.99,29.398,42.073,97.461
LEC,Ferrari,HARD,30.0,26.144,29.504,41.826,97.474
LEC,Ferrari,HARD,31.0,26.067,29.485,41.628,97.18
LEC,Ferrari,HARD,32.0,25.98,29.504,41.7,97.184
LEC,Ferrari,HARD,33.0,26.097,29.477,41.709,97.283
LEC,Ferrari,HARD,34.0,25.964,29.508,41.622,97.094
LEC,Ferrari,HARD,35.0,26.022,29.308,41.839,97.169
LEC,Ferrari,HARD,36.0,25.961,29.558,41.648,97.167
LEC,Ferrari,HARD,37.0,25.852,29.6,41.656,97.108
LEC,Ferrari,HARD,38.0,25.938,29.355,41.584,96.877
LEC,Ferrari,HARD,39.0,25.804,29.35,41.768,96.922
LEC,Ferrari,HARD,40.0,25.896,29.147,41.635,96.678
LEC,Ferrari,HARD,41.0,25.706,29.153,41.658,96.517
LEC,Ferrari,HARD,42.0,25.741,29.22,41.54,96.501
LEC,Ferrari,HARD,43.0,25.77,29.313,41.413,96.496
LEC,Ferrari,HARD,44.0,25.775,29.052,41.635,96.462
LEC,Ferrari,HARD,45.0,25.766,29.17,41.499,96.435
LEC,Ferrari,HARD,46.0,25.666,29.159,41.493,96.318
LEC,Ferrari,HARD,47.0,25.651,29.074,41.586,96.311
LEC,Ferrari,HARD,48.0,25.851,29.129,41.561,96.541
LEC,Ferrari,HARD,49.0,25.651,29.012,41.494,96.157
LEC,Ferrari,HARD,50.0,25.539,29.223,41.501,96.263
LEC,Ferrari,HARD,51.0,25.729,29.342,41.685,96.756
LEC,Ferrari,HARD,52.0,25.884,29.133,41.566,96.583
LEC,Ferrari,HARD,53.0,26.183,30.118,41.79,98.091
LEC,Ferrari,HARD,54.0,25.985,29.644,42.049,97.678
LEC,Ferrari,HARD,55.0,25.859,29.467,41.79,97.116
LEC,Ferrari,HARD,56.0,25.83,29.381,42.104,97.315
HAM,Ferrari,MEDIUM,1.0,,30.143,42.199,100.792
HAM,Ferrari,MEDIUM,2.0,26.252,29.761,42.159,98.172
HAM,Ferrari,MEDIUM,3.0,25.996,29.701,42.156,97.853
HAM,Ferrari,MEDIUM,4.0,26.163,29.91,42.014,98.087
HAM,Ferrari,MEDIUM,5.0,26.196,29.622,41.984,97.802
HAM,Ferrari,MEDIUM,6.0,26.113,29.811,42.297,98.221
HAM,Ferrari,MEDIUM,7.0,26.444,29.9,42.522,98.866
HAM,Ferrari,MEDIUM,8.0,26.419,29.918,42.315,98.652
HAM,Ferrari,MEDIUM,9.0,26.389,30.005,42.166,98.56
HAM,Ferrari,MEDIUM,10.0,26.366,29.96,42.24,98.566
HAM,Ferrari,MEDIUM,11.0,26.33,29.908,42.267,98.505
HAM,Ferrari,MEDIUM,12.0,26.289,30.122,42.319,98.73
HAM,Ferrari,MEDIUM,13.0,26.204,30.002,47.173,103.379
HAM,Ferrari,HARD,14.0,44.106,29.608,42.023,115.737
HAM,Ferrari,HARD,15.0,26.028,29.825,41.842,97.695
HAM,Ferrari,HARD,16.0,26.008,30.256,41.678,97.942
HAM,Ferrari,HARD,17.0,25.966,29.631,41.934,97.531
HAM,Ferrari,HARD,18.0,26.052,29.869,41.913,97.834
HAM,Ferrari,HARD,19.0,25.917,29.412,41.746,97.075
HAM,Ferrari,HARD,20.0,25.984,29.595,41.89,97.469
HAM,Ferrari,HARD,21.0,27.128,29.953,42.238,99.319
HAM,Ferrari,HARD,22.0,26.026,29.618,41.813,97.457
HAM,Ferrari,HARD,23.0,26.028,29.418,41.854,97.3
HAM,Ferrari,HARD,24.0,26.016,29.296,41.885,97.197
HAM,Ferrari,HARD,25.0,26.119,29.451,41.934,97.504
HAM,Ferrari,HARD,26.0,25.979,29.47,42.106,97.555
HAM,Ferrari,HARD,27.0,26.015,29.39,42.005,97.41
HAM,Ferrari,HARD,28.0,25.855,29.276,41.858,96.989
HAM,Ferrari,HARD,29.0,25.914,29.363,41.953,97.23
HAM,Ferrari,HARD,30.0,26.049,29.407,41.991,97.447
HAM,Ferrari,HARD,31.0,26.082,29.475,41.925,97.482
HAM,Ferrari,HARD,32.0,25.801,29.242,41.995,97.038
HAM,Ferrari,HARD,33.0,26.041,29.469,42.062,97.572
HAM,Ferrari,HARD,34.0,25.922,29.32,42.048,97.29
HAM,Ferrari,HARD,35.0,25.935,29.183,41.839,96.957
HAM,Ferrari,HARD,36.0,25.933,29.38,42.033,97.346
HAM,Ferrari,HARD,37.0,25.937,29.605,46.909,102.451
HAM,Ferrari,HARD,38.0,43.476,28.735,41.291,113.502
HAM,Ferrari,HARD,39.0,25.611,28.876,41.352,95.839
HAM,Ferrari,HARD,40.0,25.49,28.621,41.376,95.487
HAM,Ferrari,HARD,41.0,25.416,28.466,41.187,95.069
HAM,Ferrari,HARD,42.0,25.45,28.712,41.407,95.569
HAM,Ferrari,HARD,43.0,25.461,28.681,41.384,95.526
HAM,Ferrari,HARD,44.0,25.553,28.774,41.535,95.862
HAM,Ferrari,HARD,45.0,25.51,28.474,41.365,95.349
HAM,Ferrari,HARD,46.0,25.453,28.608,41.472,95.533
HAM,Ferrari,HARD,47.0,25.532,28.647,41.591,95.77
HAM,Ferrari,HARD,48.0,25.35,28.645,41.265,95.26
HAM,Ferrari,HARD,49.0,25.375,28.525,41.177,95.077
HAM,Ferrari,HARD,50.0,25.335,28.514,41.395,95.244
HAM,Ferrari,HARD,51.0,25.541,28.563,41.361,95.465
HAM,Ferrari,HARD,52.0,25.37,28.437,41.404,95.211
HAM,Ferrari,HARD,53.0,25.477,28.544,41.441,95.462
HAM,Ferrari,HARD,54.0,25.475,28.442,41.34,95.257
HAM,Ferrari,HARD,55.0,25.334,28.509,41.389,95.232
HAM,Ferrari,HARD,56.0,25.44,28.613,41.628,95.681
GAS,Alpine,MEDIUM,1.0,,31.034,43.277,106.04
GAS,Alpine,MEDIUM,2.0,26.865,30.385,42.555,99.805
GAS,Alpine,MEDIUM,3.0,26.194,30.328,42.603,99.125
GAS,Alpine,MEDIUM,4.0,26.285,29.911,42.505,98.701
GAS,Alpine,MEDIUM,5.0,26.346,29.903,42.279,98.528
GAS,Alpine,MEDIUM,6.0,26.321,30.428,42.413,99.162
GAS,Alpine,MEDIUM,7.0,26.387,30.182,42.521,99.09
GAS,Alpine,MEDIUM,8.0,26.574,30.366,42.434,99.374
GAS,Alpine,MEDIUM,9.0,26.454,30.396,42.53,99.38
GAS,Alpine,MEDIUM,10.0,26.551,30.286,47.32,104.157
GAS,Alpine,HARD,11.0,44.679,28.957,41.774,115.41
GAS,Alpine,HARD,12.0,25.991,29.416,42.433,97.84
GAS,Alpine,HARD,13.0,26.333,29.824,42.074,98.231
GAS,Alpine,HARD,14.0,26.291,30.154,42.7,99.145
GAS,Alpine,HARD,15.0,26.451,30.268,42.36,99.079
GAS,Alpine,HARD,16.0,26.22,29.993,42.416,98.629
GAS,Alpine,HARD,17.0,26.62,31.178,42.256,100.054
GAS,Alpine,HARD,18.0,26.553,31.264,42.855,100.672
GAS,Alpine,HARD,19.0,26.271,30.042,42.038,98.351
GAS,Alpine,HARD,20.0,26.333,29.859,42.427,98.619
GAS,Alpine,HARD,21.0,26.364,30.022,42.512,98.898
GAS,Alpine,HARD,22.0,26.355,29.749,42.91,99.014
GAS,Alpine,HARD,23.0,26.477,29.845,42.453,98.775
GAS,Alpine,HARD,24.0,26.242,29.799,42.52,98.561
GAS,Alpine,HARD,25.0,26.108,29.755,42.51,98.373
GAS,Alpine,HARD,26.0,26.159,29.604,42.406,98.169
GAS,Alpine,HARD,27.0,26.109,29.501,42.399,98.009
GAS,Alpine,HARD,28.0,26.362,29.61,42.101,98.073
GAS,Alpine,HARD,29.0,26.188,29.583,42.187,97.958
GAS,Alpine,HARD,30.0,26.072,29.476,42.426,97.974
GAS,Alpine,HARD,31.0,26.134,29.475,42.297,97.906
GAS,Alpine,HARD,32.0,26.129,29.496,42.211,97.836
GAS,Alpine,HARD,33.0,26.048,29.449,42.408,97.905
GAS,Alpine,HARD,34.0,26.07,29.469,42.329,97.868
GAS,Alpine,HARD,35.0,26.02,29.283,42.138,97.441
GAS,Alpine,HARD,36.0,25.967,29.304,42.095,97.366
GAS,Alpine,HARD,37.0,25.95,29.345,42.117,97.412
GAS,Alpine,HARD,38.0,26.049,29.329,42.869,98.247
GAS,Alpine,HARD,39.0,26.037,29.172,43.039,98.248
GAS,Alpine,HARD,40.0,26.653,29.929,42.439,99.021
GAS,Alpine,HARD,41.0,25.897,29.275,42.069,97.241
GAS,Alpine,HARD,42.0,25.887,29.252,42.036,97.175
GAS,Alpine,HARD,43.0,25.831,29.128,42.056,97.015
GAS,Alpine,HARD,44.0,25.884,29.005,42.104,96.993
GAS,Alpine,HARD,45.0,25.86,29.077,41.944,96.881
GAS,Alpine,HARD,46.0,25.866,29.043,41.979,96.888
GAS,Alpine,HARD,47.0,25.66,28.991,41.945,96.596
GAS,Alpine,HARD,48.0,25.682,28.943,41.926,96.551
GAS,Alpine,HARD,49.0,25.638,28.995,41.792,96.425
GAS,Alpine,HARD,50.0,25.815,29.058,41.911,96.784
GAS,Alpine,HARD,51.0,25.683,29.022,41.815,96.52
GAS,Alpine,HARD,52.0,25.628,28.965,41.963,96.556
GAS,Alpine,HARD,53.0,25.942,29.123,42.155,97.22
GAS,Alpine,HARD,54.0,25.836,29.054,42.385,97.275
GAS,Alpine,HARD,55.0,25.736,28.913,42.156,96.805
GAS,Alpine,HARD,56.0,25.748,29.062,42.04,96.85
